District,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,,2024,,,
,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total,Major,Minor,Rainfed,Total
PUTTALAM,-,-,-,513,-,-,-,"2,377",-,-,-,"2,800",-,-,-,"2,811",-,-,-,"1,253","1,829","3,835",483,"6,147","2,887","1,725",180,"4,792","2,628","1,265",62,"3,954",609,326,39,974,"3,165","2,156",136,"5,457","1,182",842,161,"2,185","2,909",898,142,"3,949","2,783","1,677",-,"4,461","1,089",896,608,"2,593","1,545","1,281",420,"3,247","4,187","2,156",-,"6,343","3,792","2,330",356,"6,479",790,546,-,"1,337","1,745","1,005",220,"2,970","3,901",772,153,"4,826","4,093","1,834",196,"6,122","4,085","1,478",257,"5,820","4,406","2,369",56,"6,831","5,233","4,489",349,"10,071","5,264","4,957",536,"10,757",777,"1,429",294,"2,500","2,414","2,827",392,"5,634","3,119","3,194",261,"6,574","3,152","1,844",219,"5,215","6,638","6,759",794,"14,192","6,661","7,018","1,152","14,831","3,962","4,395","1,079","9,436","7,621","8,432","1,141","17,194","3,145","1,138",183,"4,466","5,796","4,851",506,"11,154","5,259","4,556",492,"10,307","7,221","7,220",731,"15,172","6,377","6,541",651,"13,569",761,84,136,981,"5,182","6,234",665,"12,081","4,624","2,091",446,"7,161","6,970","6,505",788,"14,263","7,808","8,568","1,115","17,491","5,930","6,462",916,"13,308","8,180","8,049","1,041","17,270","6,726","7,551",913,"15,190"
ANURADHAPURA,-,-,-,"18,539",-,-,-,"10,891",-,-,-,"8,888",-,-,-,"3,266",-,-,-,"5,377","13,279","11,611",64,"24,954","7,432","2,332",-,"9,765","9,672","3,112",-,"12,784","2,873",293,-,"3,166","4,197","2,384",8,"6,589","1,279",186,-,"1,465","10,382","3,337",-,"13,720","7,119","1,195",-,"8,314","5,843","1,042",-,"6,885","6,371",573,-,"6,944","18,416","6,513",-,"24,929","13,179","5,184",-,"18,363","3,930",412,-,"4,342","2,876","1,198",-,"4,074","11,380","2,401",-,"13,781","12,949","5,805",11,"18,764","14,583","5,244",-,"19,827","11,846","5,629",-,"17,475","8,892","2,838",-,"11,730","15,111","6,573",-,"21,684","2,043",945,8,"2,996","17,126","7,117",18,"24,261","15,428","5,621",23,"21,072","11,281","3,324",19,"14,623","25,581","22,547",106,"48,235","11,881","5,837",63,"17,781","14,199","8,516",92,"22,808","27,956","25,929",58,"53,943","14,304","7,796",-,"22,100","23,674","23,073",104,"46,850","9,808","6,360",5,"16,174","24,604","25,483",15,"50,102","19,085","19,118",20,"38,223","5,726","2,274",272,"8,272","15,213","4,916",121,"20,250","18,236","13,837",18,"32,091","28,198","10,685",375,"39,258","40,870","20,626",521,"62,017","37,249","22,071",512,"59,832","42,888","21,549",415,"64,852","40,579","20,708",373,"61,660"
POLONNARUWA,-,-,-,"21,743",-,-,-,"19,173",-,-,-,"24,513",-,-,-,"16,419",-,-,-,"26,141","24,430","1,798",-,"26,228","22,921",736,-,"23,657","27,805",898,-,"28,703","25,893",106,-,"25,999","30,222",331,-,"30,553","30,522",134,-,"30,656","36,988",125,-,"37,113","37,962",154,-,"38,115","27,841",177,-,"28,018","39,870",-,-,"39,870","40,970","1,389",-,"42,358","41,734","1,220",-,"42,953","30,231",807,-,"31,039","33,977",972,4,"34,952","41,789",945,-,"42,734","44,303","1,017",493,"45,813","46,747",850,11,"47,608","46,395","1,514",-,"47,909","42,181","1,138",-,"43,319","44,939","1,638",-,"46,577","36,767","1,073",-,"37,840","48,017","1,812",-,"49,829","46,844","1,657",-,"48,501","47,914","1,626",-,"49,540","51,942","2,518",-,"54,460","34,859","1,724",-,"36,583","55,906","2,395",-,"58,300","58,810","2,795",-,"61,605","43,396","2,118",-,"45,514","55,296","7,207",-,"62,503","32,669","1,871",-,"34,540","55,385","6,401",13,"61,799","51,239","5,006",-,"56,245","36,363","3,861",4,"40,228","54,192","5,672",1,"59,865","56,419","5,010",-,"61,429","56,805","5,342",-,"62,147","56,994","5,405",-,"62,399","53,095","5,536",-,"58,631","58,147","7,811",32,"65,990","58,751","7,863",-,"66,614"
BADULLA,-,-,-,"4,571",-,-,-,"5,588",-,-,-,"4,852",-,-,-,"4,073",-,-,-,"6,435","6,974","3,176",13,"10,162","6,426","3,300",12,"9,738","4,279","3,274",21,"7,574","7,293","3,123",33,"10,449","7,984","3,134",36,"11,154","7,534","3,071",25,"10,630","7,108","3,213",-,"10,321","6,862","3,206",-,"10,069","6,660","2,640",-,"9,300","7,126","3,009",-,"10,135","7,596","2,957",-,"10,553","7,650","2,817",-,"10,467","7,202","2,864",-,"10,066","6,610","2,747",12,"9,368","7,672","3,036",29,"10,737","6,859","2,610",2,"9,471","7,464","2,789",5,"10,258","7,515","2,838",2,"10,355","6,994","2,813",-,"9,807","7,600","3,420",-,"11,020","7,610","3,010",23,"10,643","8,273","3,099",22,"11,394","8,182","3,098",18,"11,298","7,693","2,997",15,"10,705","8,195","4,428",121,"12,744","4,419","3,498",56,"7,973","8,019","4,571",75,"12,665","8,414","4,708",27,"13,149","7,672","3,784",34,"11,490","8,723","4,724",37,"13,485","8,557","4,156",18,"12,731","8,766","4,278",30,"13,074","8,539","4,123",17,"12,679","5,121","3,529",11,"8,661","7,364","3,403",32,"10,799","7,845","3,116",27,"10,988","7,868","3,759",12,"11,639","7,855","4,186",57,"12,098","7,676","4,887",30,"12,593","8,251","4,762",163,"13,176","8,194","3,970",13,"12,177"
MONARAGALA,-,-,-,"1,369",-,-,-,"2,244",-,-,-,"2,254",-,-,-,"4,155",-,-,-,"1,991","2,639","2,105",427,"5,171","1,917","1,468",100,"3,483","2,457","1,710",228,"4,395","1,577",782,95,"2,454","1,458","1,342",123,"2,923",788,909,62,"1,759","2,499","1,324",70,"3,893","3,026",984,49,"4,059","1,695",478,-,"2,173","1,008",792,72,"1,872","2,745","1,286",-,"4,031","3,015","1,190",76,"4,281","3,089","1,153",-,"4,241","1,707","1,099",63,"2,868","2,178","1,562",-,"3,741","3,206","1,801",93,"5,100","3,609","1,914",99,"5,622","1,383","1,103",47,"2,533","2,790","1,636",-,"4,426","3,549","2,537",133,"6,219","2,985","1,811",126,"4,922","3,620","2,342",121,"6,082","4,023","2,398",158,"6,579","5,103","3,496",324,"8,923","6,298","5,766","1,548","13,612","4,101","3,138",86,"7,325","6,795","6,009","1,079","13,884","6,710","7,041","1,805","15,556","6,598","4,520",590,"11,708","8,223","6,013","1,083","15,319","4,822","2,857",90,"7,769","8,258","6,378",767,"15,403","6,156","2,985",243,"9,384","6,045","3,517",165,"9,727","5,901","6,009",668,"12,578","7,478","5,356",353,"13,187","7,691","5,806",688,"14,185","7,959","7,018",782,"15,759","7,797","6,691",949,"15,437","8,274","6,737","1,479","16,490","8,354","6,967","1,099","16,420"
RATNAPURA,-,-,-,"12,196",-,-,-,"14,002",-,-,-,"14,601",-,-,-,"14,680",-,-,-,"11,036","1,431","7,498","5,226","14,156","1,595","7,914","5,044","14,553","1,508","8,102","5,037","14,648","1,210","6,267","3,584","11,061","1,476","7,622","4,386","13,485","1,416","6,258","2,772","10,446","1,391","7,599","4,708","13,698","1,365","7,673","4,698","13,736",-,"7,650","2,664","10,315","1,410","7,335","4,399","13,144","1,418","7,550","4,484","13,452",773,"7,135","4,171","12,079","1,327","6,424","3,344","11,096","1,379","6,542","3,290","11,211","1,591","6,480","3,147","11,219","1,723","7,003","3,279","12,005","1,747","7,110","3,315","12,171","1,484","6,634","2,936","11,054","1,586","6,598","2,879","11,063","1,691","5,762","3,068","10,521","1,802","5,227","2,485","9,514","1,815","5,687","2,814","10,316","1,843","5,241","2,397","9,482","1,816","4,030","1,474","7,320","1,919","6,041","3,249","11,210","1,975","6,401","3,464","11,840","2,147","6,290","3,011","11,449","2,086","6,218","2,997","11,301","1,982","5,102","2,038","9,122","2,185","4,853","1,419","8,457","2,078","4,227","1,106","7,412","2,092","4,783","1,415","8,290","1,741","3,556",835,"6,132","1,846","3,471",643,"5,960","2,040","4,146","1,079","7,265","3,567","3,065",552,"7,184","3,931","5,113","2,280","11,324","4,017","4,907","1,819","10,743","4,142","5,270","2,110","11,522","4,397","4,564","1,463","10,424","4,479","4,485","1,367","10,331"
KEGALLE,-,-,-,"8,685",-,-,-,"9,827",-,-,-,"10,528",-,-,-,"10,780",-,-,-,"6,379",-,"2,385","8,497","10,882",-,"2,362","8,543","10,905",-,"2,173","7,813","9,986",-,"2,161","7,694","9,855",-,"2,388","8,319","10,706",-,"2,131","7,441","9,572",-,"2,486","8,423","10,909",-,"2,520","8,392","10,912",-,"2,426","8,281","10,707",-,"2,508","8,156","10,665",-,"2,477","7,555","10,033",-,"2,523","8,053","10,576",-,"1,751","5,405","7,156",-,"2,308","7,376","9,685",-,"1,120","4,187","5,306",-,"1,798","6,571","8,370",-,"1,191","4,212","5,403",-,"1,293","4,624","5,917",-,"1,629","5,594","7,223",-,"1,948","5,893","7,841",-,"1,461","4,576","6,037",-,"1,877","5,873","7,750",-,"1,431","4,037","5,468",-,"1,233","3,815","5,049",-,"2,390","5,034","7,424",-,"2,446","5,164","7,610",-,"2,321","4,889","7,209",-,"2,216","4,787","7,003",-,819,"1,456","2,275",-,"1,543","3,118","4,661",-,"1,391","2,543","3,934",-,"1,364","3,314","4,678",-,686,"1,732","2,418",-,535,"1,125","1,660",-,"1,377","3,245","4,622",-,638,"1,647","2,285",-,"1,730","4,522","6,252",-,"1,463","3,997","5,460",-,"1,713","4,375","6,088",-,690,"5,692","6,382",-,464,"3,874","4,338"
UDAWALAWE,-,-,-,"5,972",-,-,-,"7,410",-,-,-,"9,540",-,-,-,"10,457",-,-,-,"10,375","10,973",-,-,"10,973","11,151",-,-,"11,152","11,459",-,-,"11,459","10,512",-,-,"10,513","10,379",-,-,"10,379","10,381",-,-,"10,381","10,488",-,-,"10,488","10,103",-,-,"10,103","1,328",-,-,"1,328","9,602",-,-,"9,602","9,880",-,-,"9,880","9,712",-,-,"9,712","8,002",-,-,"8,002","9,023",-,-,"9,023","7,210",-,-,"7,210","7,625",-,-,"7,625","8,804",-,-,"8,804","8,638",-,-,"8,638","8,321",-,-,"8,321","8,474",-,-,"8,474","8,606",-,-,"8,606","9,190",-,-,"9,190","9,294",-,-,"9,294","9,381",-,-,"9,381","10,503",-,-,"10,503","11,944",-,-,"11,944","14,317",-,-,"14,317","13,882",-,-,"13,882","11,644",-,-,"11,644","11,994",-,-,"11,994","10,277",-,-,"10,277","12,524",-,-,"12,524","10,588",-,-,"10,588","6,225",-,-,"6,225","10,518",-,-,"10,518",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAHAWELI'H',-,-,-,-,-,-,-,-,-,-,-,"6,616",-,-,-,"2,631",-,-,-,"3,856","13,954",-,-,"13,954","9,633",-,-,"9,633","6,687",-,-,"6,687","2,802",-,-,"2,802","3,947",-,-,"3,947",617,-,-,617,"5,814",-,-,"5,814","6,942",-,-,"6,942",672,-,-,672,"1,365",-,-,"1,365","9,203",-,-,"9,203","8,760",-,-,"8,760","1,411",-,-,"1,411","3,700",-,-,"3,700","5,672",-,-,"5,672","8,683",-,-,"8,683","6,490",-,-,"6,490","9,547",-,-,"9,547","5,486",-,-,"5,486","8,288",-,-,"8,288","3,280",-,-,"3,280","13,466",-,-,"13,466","13,451",-,-,"13,451","11,440",-,-,"11,440","17,758",-,-,"17,758","6,481",-,-,"6,481","15,824",-,-,"15,824","17,558",-,-,"17,558","2,172",-,-,"2,172","14,134",-,-,"14,134","4,727",-,-,"4,727","18,064",-,-,"18,064","6,627",-,-,"6,627","6,275",-,-,"6,275","16,453",-,-,"16,453",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRI LANKA,-,-,-,"231,511",-,-,-,"261,230",-,-,-,"271,684",-,-,-,"267,297",-,-,-,"219,116","182,975","85,505","108,396","376,874","153,416","55,277","96,749","305,442","161,815","54,689","85,169","301,733","132,905","38,517","74,631","246,053","152,867","63,941","100,200","317,006","135,579","40,375","74,012","249,966",-,-,-,"308,957",-,-,-,"307,916","122,937","47,463","72,833","243,236","160,944","43,231","77,531","281,706","206,527","58,869","70,462","335,858","204,259","63,067","72,925","340,251","148,130","35,778","50,983","234,892","140,282","44,023","62,715","247,020","191,453","40,124","34,488","266,065","204,052","57,449","71,581","333,082","209,771","46,601","49,597","305,969","198,690","51,794","43,762","294,246","194,744","62,480","63,649","320,872","214,721","71,777","65,380","351,878","168,186","36,918","45,760","250,864","229,158","59,781","56,434","345,373","220,651","55,633","37,913","314,198","204,079","40,641","38,943","283,663","273,444","109,856","81,205","464,506","188,512","73,796","75,298","337,606","256,085","85,729","75,236","417,050","296,580","119,208","73,497","489,285","222,206","51,737","31,371","305,314","288,840","110,450","47,347","446,637","185,967","73,983","40,775","300,725","301,587","121,802","52,384","475,773","263,064","88,016","28,890","379,970","174,381","38,378","23,720","236,479","237,645","80,590","44,731","362,966","249,999","68,005","28,006","346,010","285,659","100,114","64,970","450,743","309,294","122,641","64,826","496,761","297,185","116,075","67,029","480,289","316,772","117,005","57,895","491,672","321,275","112,117","46,035","479,427"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After the 2018 Yala season, the respective districts include the Mahaweli H and Udawalawe areas",,,,,,,,,,,,,,,
